employee_id,gender,department,job_level,employment_type,attendance_rate,overtime_hours,leave_days,performance_score,basic_salary,allowances,bonus,tax,deductions,previous_salary,actual_salary_paid,expected_salary,salary_deviation,salary_deviation_ratio,bonus_ratio,deduction_ratio,salary_change,anomaly_label
488,Male,HR,4,Full-time,0.81,8.88,1,4.18,277812,30388.39,28510.94,27781.2,46012.41,275223,260102.3494574679,262917.72,-2815.370542532066,-0.010708181032956114,0.10262674038558449,0.16562427108980174,-15120.650542532094,0
489,Female,IT,1,Contract,0.79,8.57,2,4.66,76775,9461.66,5426.78,7677.5,8231.57,70726,80339.3925059296,75754.37,4585.022505929606,0.060524858248172435,0.07068420709866492,0.10721680234451318,9613.392505929602,0
490,Female,HR,4,Full-time,0.95,3.43,1,3.95,250208,43993.15,21522.82,25020.8,33107.45,243135,243308.78806452715,257595.72000000003,-14286.93193547288,-0.05546261380225136,0.08601971159994884,0.13231971000127893,173.7880645271507,0
491,Male,IT,3,Part-time,0.82,12.2,2,2.71,163479,27617.75,20699.04,16347.9,27469.15,166020,167044.61267363804,167978.74000000002,-934.1273263619805,-0.005560985434001829,0.12661589561962086,0.16802861529615426,1024.6126736380393,0
492,Male,HR,1,Contract,0.86,18.13,4,3.94,50277,10059.52,12280.78,5027.7,8808.36,60275,53696.77726876478,58781.240000000005,-5084.462731235224,-0.08649805161026246,0.24426238637945782,0.1751966107762993,-6578.222731235219,0
493,Male,Sales,3,Contract,0.83,13.45,1,4.6,211740,52599.96,57673.7,21174.0,18392.61,206700,282055.8725322072,282447.05000000005,-391.1774677928188,-0.0013849585888499056,0.2723798054217436,0.08686412581467838,75355.87253220723,0
494,Female,Operations,4,Full-time,0.94,12.31,0,3.71,317516,71674.34,44563.67,31751.6,55490.06,310808,335270.8312255714,346512.35,-11241.51877442858,-0.03244189932748019,0.1403509429446075,0.17476303556356215,24462.831225571397,0
495,Male,IT,5,Contract,0.85,8.21,3,3.63,307595,65938.23,25069.15,30759.5,17027.06,311665,366048.91271658405,350815.82,15233.09271658404,0.043421909298685675,0.08150051203693169,0.05535545116142981,54383.91271658405,0
496,Female,HR,2,Part-time,0.87,16.12,5,3.07,105520,19299.54,15093.93,10552.0,14677.84,103651,127691.30132289651,114683.63,13007.671322896509,0.11342221486097456,0.1430433093252464,0.13910007581501138,24040.301322896514,0
497,Female,IT,3,Full-time,0.79,14.27,4,2.96,209661,29729.19,21946.78,20966.1,11093.33,216357,224891.3896405994,229277.54,-4386.150359400606,-0.019130309752104835,0.10467745551151621,0.052910794091414234,8534.389640599402,0
498,Male,Sales,3,Contract,0.98,24.25,0,3.93,227049,27575.14,32612.65,22704.9,37143.36,224891,234055.2012942425,227388.53000000003,6666.671294242464,0.029318415024022815,0.14363705631823967,0.16359182379134019,9164.201294242492,0
499,Female,Sales,1,Full-time,0.84,2.18,3,3.89,70908,16079.67,876.9770570936126,7090.8,3653.33,80369,85079.9928013086,77120.5170570936,7959.475744215,0.10320827774433187,0.012367815438224357,0.05152211316071529,4710.992801308603,1
500,Male,Operations,1,Part-time,0.8,21.85,2,3.12,54324,7577.5,2725.07,5432.4,9600.16,56999,55044.88608354358,49594.009999999995,5450.876083543582,0.10990996863418753,0.05016327958176865,0.17672041823135262,-1954.1139164564229,0
501,Female,Finance,5,Contract,0.95,15.68,1,4.38,374965,46048.43,61712.08,37496.5,31204.4,380399,413776.13853703276,414024.61,-248.4714629672235,-0.000600136941055807,0.16458090755137147,0.0832195004867121,33377.13853703276,0
502,Male,IT,5,Full-time,0.98,1.0,0,3.23,292955,38415.52,32089.31,29295.5,53762.58,290024,273124.28266414534,280401.75,-7277.467335854657,-0.02595371582329517,0.10953665238688537,0.18351821952176955,-16899.717335854657,0
503,Male,IT,4,Contract,0.87,11.66,2,4.4,282388,34782.81,48518.87,28238.8,27503.84,288806,305737.0571478606,309947.04,-4209.982852139394,-0.013582910332485815,0.17181633072226865,0.09739733983030441,16931.057147860585,0
504,Female,Sales,4,Full-time,0.96,4.27,5,2.58,270328,35323.02,36522.09,27032.8,30250.93,277945,295996.0822256676,284889.38,11106.7022256676,0.03898601704867903,0.13510287502589446,0.11190453819064249,18051.082225667604,0
505,Male,Finance,1,Part-time,0.9,22.77,0,3.77,66754,11694.72,4176.18,6675.4,1754.57,63412,57522.02648401129,74194.93,-16672.903515988706,-0.2247175584098362,0.06256074542349523,0.026284117805674564,-5889.973515988713,0
506,Male,Operations,3,Part-time,0.96,4.02,4,2.56,212352,35538.34,23224.86,21235.2,6143.47,204518,257534.10319808888,243736.53,13797.573198088881,0.05660855678091783,0.10936963155515371,0.028930596368294155,53016.10319808888,0
507,Female,Sales,2,Full-time,0.93,2.79,1,4.02,105650,15018.94,9864.96,10565.0,9334.73,109887,107034.06713603348,110634.17,-3600.1028639665165,-0.032540605347936506,0.09337397065783246,0.08835522953147183,-2852.932863966518,0
508,Male,Sales,5,Contract,0.94,3.14,0,4.43,300670,40752.81,65951.45,30067.0,36633.84,296425,350730.6137349006,340673.42000000004,10057.19373490056,0.02952150988151808,0.21934828882163168,0.12184068912761498,54305.6137349006,0
509,Male,IT,2,Contract,0.98,9.68,0,2.67,110736,11391.78,28427.55,11073.6,12674.0,117002,121057.07089913014,126807.72999999998,-5750.659100869845,-0.04534943651203161,0.2567146185522323,0.11445239127293744,4055.0708991301362,0
510,Female,Operations,5,Contract,0.84,0.75,2,4.9,277355,55520.98,78575.02,27735.5,18801.72,279540,370873.82250301825,364913.78,5960.042503018223,0.016332741676727644,0.2833012565124119,0.06778936741720899,91333.82250301825,0
511,Male,Finance,1,Full-time,0.9,16.96,2,3.29,76447,17370.01,21924.26,7644.7,13704.95,80515,87277.6933741734,94391.62,-7113.9266258266,-0.07536608255930559,0.2867903253234267,0.1792738760186796,6762.693374173396,0
512,Female,Operations,1,Part-time,0.82,24.08,5,2.53,68895,14289.34,15608.96,6889.5,9099.94,61420,90446.26446590202,82803.85999999999,7642.404465902029,0.09229526819042047,0.22656157921474707,0.1320841860802671,29026.264465902015,0
513,Female,Sales,5,Part-time,1.0,7.8,0,3.35,331855,37114.97,53328.94,33185.5,22230.55,340430,374855.42408463557,366882.86,7972.564084635582,0.02173054387069372,0.16069952238176313,0.06698874508444953,34425.42408463557,0
514,Male,Finance,2,Part-time,0.98,4.64,0,3.43,158606,37953.56,10381.1,15860.6,5808.93,167411,181539.1669661744,185271.13,-3731.9630338255956,-0.020143251859183864,0.06545212665346835,0.036624907002257165,14128.166966174409,0
515,Male,HR,5,Full-time,0.79,14.88,0,2.88,390685,95800.44,63165.42,39068.5,43082.1,381087,466005.0907347041,467500.26,-1495.1692652959027,-0.0031982212486810226,0.161678641360687,0.11027323803063849,84918.0907347041,0
516,Male,IT,4,Part-time,0.92,18.78,3,4.38,219668,41008.43,60648.13,21966.8,36713.86,215532,249600.1140502789,262643.9,-13043.785949721118,-0.04966338814539807,0.27608996303512573,0.1671334013147113,34068.114050278906,0
517,Male,Operations,4,Full-time,0.94,1.39,2,2.52,232540,30664.37,50200.94,23254.0,21862.38,236179,275746.4625140831,268288.93,7457.532514083083,0.02779664637703495,0.2158808807086953,0.09401556721424272,39567.462514083076,0
518,Female,Finance,1,Contract,0.97,22.73,2,3.28,53912,10979.63,6356.67,5391.2,2927.95,60362,61036.70770224844,62929.15000000001,-1892.4422977515715,-0.030072586357063003,0.11790825790176584,0.05430980115744175,674.7077022484373,0
519,Male,HR,2,Contract,0.8,8.55,0,3.57,126274,28366.49,10098.48,12627.4,19229.84,118532,118316.90359561188,132881.73,-14564.826404388135,-0.10960744117636137,0.07997275765399052,0.15228661482173686,-215.09640438812494,0
520,Female,Finance,3,Part-time,0.87,7.5,0,3.99,204369,33736.54,18618.3,20436.9,8376.05,209335,230071.3488671314,227910.89,2160.458867131383,0.009479401651809542,0.09110139013255435,0.04098493411427369,20736.348867131397,0
521,Male,Finance,2,Part-time,0.89,22.56,4,3.36,151412,31788.95,32502.91,15141.2,28416.99,151370,174257.83065066938,172145.67,2112.1606506693643,0.01226961241993112,0.214665350170396,0.1876799064803318,22887.830650669377,0
522,Male,Sales,3,Contract,0.91,22.46,3,3.5,225948,33670.59,11908.09,22594.8,38135.32,222351,220975.38800085415,210796.56,10178.828000854148,0.048287448338123484,0.05270279002248305,0.16877918813178253,-1375.6119991458545,0
523,Male,HR,1,Part-time,0.95,2.61,0,3.94,57634,9774.57,4592.12,5763.4,11325.21,65379,67043.23244202859,54912.08000000001,12131.152442028579,0.22091955799213173,0.07967727383141895,0.19650223826213692,1664.2324420285877,0
524,Female,IT,3,Full-time,0.76,16.47,5,3.83,186987,21595.08,17414.28,18698.7,22856.43,187063,189258.1765631399,184441.23,4816.946563139878,0.026116430491923512,0.09313096632386209,0.12223539604357522,2195.1765631398885,0
525,Male,HR,5,Full-time,0.82,23.46,3,4.55,330610,81837.57,37992.94,33061.0,64320.26,322572,337796.78953698085,353059.25,-15262.460463019146,-0.04322917601796057,0.11491769758930463,0.19455025558815522,15224.789536980854,0
526,Male,Finance,1,Full-time,0.76,1.32,1,4.23,79402,13394.27,8466.67,7940.2,10363.12,86433,76076.53991376399,82959.62000000001,-6883.080086236019,-0.08296904067588567,0.10663043752046548,0.1305145966096572,-10356.46008623601,0
527,Female,Finance,4,Contract,0.81,14.44,0,3.4,276120,61721.89,70458.66,27612.0,29247.48,269251,341143.7614513261,351441.07000000007,-10297.308548673987,-0.02930024242378384,0.25517405475880056,0.10592307692307693,71892.76145132608,0
528,Male,Sales,1,Contract,0.95,8.2,4,3.02,52040,5865.08,8673.68,5204.0,5557.03,56293,44640.78451909608,55817.73000000001,-11176.94548090393,-0.20024005778995185,0.16667332820906997,0.1067838201383551,-11652.21548090392,0
529,Male,HR,3,Part-time,0.96,5.53,2,3.45,228723,50607.45,58531.57,22872.3,20408.95,231599,279622.83640243666,294580.77,-14957.933597563358,-0.05077701982231684,0.25590592113604665,0.08922998561578853,48023.83640243666,0
530,Female,Finance,4,Part-time,0.98,2.97,1,4.83,209788,42498.85,38368.76,20978.8,5429.03,206430,261139.6137985359,264247.77999999997,-3108.166201464075,-0.011762317176189996,0.18289301580643316,0.02587864892176864,54709.613798535895,0
531,Male,Operations,1,Full-time,0.87,10.19,0,2.9,55386,10991.99,16216.34,5538.6,6712.45,60117,67602.88639313787,70343.28,-2740.393606862126,-0.038957432847346984,0.29278770808507565,0.1211939840392879,7485.886393137873,0
532,Female,Finance,4,Full-time,0.85,2.91,4,4.03,246960,59461.13,53206.16,24696.0,8353.31,243763,327941.6901679726,326577.98000000004,1363.7101679725456,0.004175756638498852,0.21544444444444447,0.033824546485260766,84178.69016797259,0
533,Female,Finance,4,Part-time,0.84,13.77,0,3.51,211848,47675.67,53739.01,21184.8,27567.69,207012,253536.8004221563,264510.19,-10973.389577843715,-0.0414856969322948,0.25366777123220424,0.1301295740342132,46524.80042215629,0
534,Female,Operations,1,Full-time,0.78,8.87,2,3.53,54860,11047.35,11769.66,5486.0,1789.5,47848,64725.981980579636,70401.51000000001,-5675.528019420373,-0.08061656659665925,0.21453991979584397,0.03261939482318629,16877.981980579636,0
535,Male,Finance,4,Contract,0.85,4.54,0,2.89,288756,64708.87,17463.62,28875.6,27562.6,288548,302374.5275265539,314490.29000000004,-12115.762473446142,-0.03852507647675272,0.06047881256147058,0.0954529083378354,13826.527526553895,0
536,Female,HR,1,Part-time,0.88,18.29,3,4.9,68217,9077.42,18524.02,6821.7,12836.72,76243,78732.76569071392,76160.02,2572.745690713913,0.03378079063941833,0.2715455091839278,0.1881747951390416,2489.765690713917,0
537,Male,IT,4,Full-time,0.98,15.89,1,4.07,215916,34650.54,51409.49,21591.6,24967.0,206307,249553.16603580813,255417.43000000005,-5864.263964191923,-0.022959529285812335,0.2380994923951907,0.11563293132514496,43246.16603580813,0
538,Male,HR,2,Full-time,0.93,20.61,3,2.87,124394,27981.12,23022.11,12439.4,21400.73,117147,156101.5953804626,141557.09999999998,14544.495380462613,0.10274649156038528,0.18507411933051435,0.17203988938373233,38954.59538046259,0
539,Female,IT,1,Full-time,0.86,9.48,1,4.79,79572,10955.11,20772.52,7957.2,8524.05,84102,79209.56508769101,94818.38,-15608.814912308997,-0.16461802988311966,0.2610531342683356,0.10712373699291207,-4892.434912308992,0
540,Male,IT,3,Full-time,0.89,8.13,0,2.6,195315,27500.31,10077.23,19531.5,38302.03,186974,176207.71349204128,175059.01,1148.7034920412698,0.006561807313095565,0.051594757187108,0.19610388347029156,-10766.28650795872,0
541,Male,Operations,4,Contract,0.99,9.88,3,4.32,265028,40250.04,57716.02,26502.8,43723.63,255994,291731.4920250925,292767.63,-1036.1379749075277,-0.003539113852537344,0.21777329187859396,0.16497739861448601,35737.49202509248,0
542,Female,Sales,2,Part-time,0.95,6.65,1,4.98,159526,16569.24,32045.93,15952.6,22128.02,155658,174699.40828236105,170060.55,4638.858282361063,0.027277685991025334,0.20088217594624075,0.13871105650489576,19041.40828236105,0
543,Female,Finance,4,Full-time,0.92,3.01,0,4.85,280492,35672.27,57693.94,28049.2,16852.43,278545,332561.40730290033,328956.58,3604.8273029003176,0.010958368131442506,0.20568836187841366,0.06008167790881736,54016.407302900334,0
544,Female,Sales,4,Contract,0.85,4.01,3,2.93,207992,33844.82,49776.8,20799.2,37778.34,200866,218077.54928374267,233036.08,-14958.530716257315,-0.06418976287387479,0.23932074310550408,0.18163362052386628,17211.549283742672,1
545,Female,Sales,2,Part-time,0.77,9.83,1,2.75,142116,14565.31,30616.0,14211.6,18253.51,149345,150963.70812922769,154832.19999999998,-3868.4918707722973,-0.02498506041231926,0.21542964901911116,0.12844092150074585,1618.7081292276853,0
546,Male,Operations,1,Part-time,0.76,20.87,5,4.94,61767,7431.74,6662.73,6176.7,10890.37,67485,53897.06466276143,58794.4,-4897.335337238568,-0.08329594888694447,0.10786876487444752,0.17631372739488724,-13587.935337238567,0
547,Female,Finance,5,Contract,0.98,10.49,2,2.63,313630,33216.17,60683.47,31363.0,28452.86,312491,348295.22419463476,347713.78,581.444194634736,0.0016721919811022042,0.19348745336861908,0.09072110448617798,35804.224194634764,0
548,Male,IT,3,Contract,0.75,19.68,1,3.27,152880,16211.2,30130.82,15288.0,14001.24,152085,166640.83484350258,169932.78000000003,-3291.9451564974443,-0.019372043207304932,0.1970880429094715,0.09158320251177395,14555.834843502584,0
549,Male,Sales,5,Part-time,0.99,13.6,4,3.19,288135,59475.63,33963.34,28813.5,52660.65,283365,306873.9862017319,300099.81999999995,6774.166201731947,0.022573043201865126,0.11787301091502246,0.1827638086313707,23508.986201731896,0
550,Male,HR,2,Part-time,0.76,10.65,4,4.58,153496,33899.18,16282.8,15349.6,9316.32,145328,161994.24063718802,179012.05999999997,-17017.819362811948,-0.09506521159977686,0.10607963725439098,0.060694220044822014,16666.24063718802,0
551,Male,Operations,4,Part-time,0.95,23.26,1,2.74,223080,37367.86,29973.83,22308.0,39423.57,220831,205434.21424542688,228690.12,-23255.90575457312,-0.10169178167632742,0.13436359153666846,0.17672391070467994,-15396.785754573124,0
552,Female,Finance,5,Full-time,0.83,9.86,5,3.82,364775,45306.92,70401.2,36477.5,60179.78,366298,380827.2635470255,383825.83999999997,-2998.576452974463,-0.0078123360662076926,0.192998971969022,0.1649778082379549,14529.263547025505,1
553,Male,Operations,2,Part-time,0.94,3.85,4,2.87,120254,16862.76,16867.87,12025.4,11246.4,116006,127593.44034752445,130712.83000000002,-3119.389652475569,-0.02386444890280142,0.14026868129126682,0.09352204500473997,11587.440347524447,0
554,Female,IT,1,Full-time,0.76,9.8,1,4.24,69715,8994.3,14666.37,6971.5,4654.81,66884,83013.78791936106,81749.36,1264.4279193610564,0.015467129276132027,0.21037610270386575,0.06676913146381698,16129.787919361057,0
555,Male,Operations,4,Full-time,0.97,22.39,2,3.24,280492,37725.91,42866.47,28049.2,17753.93,277093,323083.74966782384,315281.25,7802.4996678238385,0.024747744015300114,0.1528259986024557,0.06329567331688604,45990.74966782384,0
556,Male,Finance,2,Part-time,0.92,20.61,0,3.49,101436,12522.03,23785.5,10143.6,8610.44,96276,123114.51470755164,118989.48999999999,4125.024707551653,0.03466713495075618,0.23448775582633385,0.08488544500966128,26838.514707551643,0
557,Male,IT,5,Part-time,0.92,6.77,0,2.7,311205,77454.96,27712.92,31120.5,61592.38,314167,330803.6309608701,323660.0,7143.630960870127,0.022071405057375416,0.08905036872800887,0.1979157789881268,16636.630960870127,0
558,Male,Finance,3,Part-time,0.97,7.24,1,3.67,165483,31923.08,25285.41,16548.3,16043.17,169798,204736.9816137287,190100.02000000002,14636.961613728694,0.0769961077001922,0.1527976287594496,0.09694754143930193,34938.98161372871,0
559,Female,Finance,2,Contract,0.83,14.11,4,4.63,145452,18942.11,41251.39,14545.2,20950.29,147144,171928.3288464068,170150.00999999998,1778.3188464068226,0.01045147659060862,0.2836082693947144,0.1440357643758766,24784.328846406803,0
560,Male,Operations,2,Part-time,0.94,0.41,2,4.55,148102,15701.9,40354.59,14810.2,29406.14,147752,170173.07650650712,159942.14999999997,10230.926506507152,0.06396641852386725,0.272478359508987,0.1985532943511904,22421.076506507117,0
561,Male,HR,1,Contract,0.82,5.26,4,4.41,62831,8667.78,16737.59,6283.1,2419.73,71426,86736.72870716051,79533.54,7203.188707160516,0.09056793784308502,0.266390635196002,0.03851172192070793,15310.72870716051,0
562,Male,HR,5,Part-time,0.83,16.91,4,3.99,286190,54511.33,63142.99,28619.0,35362.97,294721,343472.15255454805,339862.35,3609.8025545480778,0.01062136642834394,0.22063311087040077,0.12356465984136414,48751.152554548054,0
563,Male,Sales,2,Part-time,0.86,6.9,5,4.42,105098,14076.92,23446.16,10509.8,6516.07,102896,136559.4991519737,125595.20999999999,10964.289151973702,0.08729862509862998,0.22308854592856192,0.06199994291042646,33663.499151973694,0
564,Female,Finance,2,Contract,0.8,1.5,0,2.83,153848,29369.51,40363.81,15384.8,4323.04,154849,209435.10320067202,203873.48,5561.623200672009,0.027279777637935102,0.26236161666060004,0.028099422806926316,54586.10320067202,0
565,Female,IT,3,Full-time,0.93,8.53,1,3.7,218139,52206.97,855.3747026635506,21813.9,22634.24,210360,246341.94065052446,226753.20470266356,19588.7359478609,0.08638791223941983,0.003921236929955444,0.10376062969024338,35981.940650524455,0
566,Female,Finance,1,Contract,0.89,4.37,0,3.24,51577,10293.41,15025.7,5157.7,1499.6,54223,85530.16269711779,70238.81,15291.352697117793,0.21770517890490731,0.2913255908641449,0.029074975279678925,31307.16269711779,0
567,Female,Sales,2,Part-time,0.97,14.42,3,3.91,157786,27619.14,10626.65,15778.6,5708.36,160195,161196.03592897445,174544.83000000002,-13348.794071025564,-0.07647773967882958,0.06734849733182918,0.036177861153714526,1001.035928974452,0
568,Female,Operations,4,Full-time,0.98,10.16,3,2.86,303380,62862.71,37418.39,30338.0,34762.69,312321,347030.23823907104,338560.41000000003,8469.828239071008,0.02501718449322237,0.12333835453886215,0.11458464631814887,34709.23823907104,0
569,Male,HR,4,Full-time,0.92,22.51,0,4.48,238652,48077.44,52481.55,23865.2,45407.47,229309,262889.7733067096,269938.31999999995,-7048.546693290351,-0.026111693564997932,0.21990827648626454,0.19026645492181085,33580.7733067096,0
570,Female,Finance,1,Full-time,0.92,15.84,2,3.98,55574,5692.81,12903.98,5557.4,4347.86,57877,58567.76389080759,64265.53,-5697.766109192409,-0.08865975444678367,0.23219455140893222,0.07823550581207038,690.7638908075896,0
571,Male,IT,5,Full-time,0.92,13.91,2,3.36,347325,41743.76,25564.76,34732.5,58931.78,353143,322820.80738020455,320969.24,1851.567380204564,0.005768675466236465,0.0736047218023465,0.1696733031022817,-30322.192619795445,0
572,Male,Sales,2,Contract,0.78,10.05,3,4.32,110294,23930.83,8774.4,11029.4,422.81981355185957,102048,134935.25630180616,131547.01018644817,3388.2461153579934,0.0257569222634225,0.07955464485828785,0.003833570398678619,32887.25630180616,0
573,Male,Finance,2,Full-time,0.93,8.91,3,3.14,145690,14850.85,26963.56,14569.0,25234.55,153847,148337.6428990083,147700.86000000002,636.782899008278,0.004311301227415182,0.18507488502985792,0.1732071521724209,-5509.357100991707,0
574,Female,Finance,3,Full-time,0.88,2.13,0,3.87,154878,24315.36,31251.87,15487.8,13934.49,157752,185455.40216892725,181022.94,4432.462168927246,0.024485637946921237,0.20178379111300507,0.08997075117189013,27703.40216892725,0
575,Female,HR,1,Part-time,0.81,2.37,0,3.29,64011,7329.05,108751.12714287238,6401.1,12656.29,56882,69662.30076118429,161033.78714287237,-91371.48638168808,-0.5674056854951904,1.6989443555462715,0.1977205480308072,12780.300761184291,1
576,Female,Operations,4,Full-time,0.97,24.89,0,3.96,203372,45122.36,26791.26,20337.2,15259.8,200153,219786.15074771937,239688.62,-19902.46925228063,-0.08303468580310834,0.13173524378970555,0.07503392797435242,19633.150747719366,0
577,Male,Finance,1,Part-time,0.85,16.81,0,4.21,60104,8852.47,5006.81,6010.4,8043.8,63128,61642.07980323696,59909.08,1732.999803236955,0.028927164350328112,0.08330244243311594,0.13383135897777187,-1485.9201967630434,0
578,Female,Sales,3,Full-time,0.92,17.52,5,4.38,203487,46991.03,35608.14,20348.7,30817.06,206185,226714.38853087777,234920.40999999997,-8206.021469122206,-0.03493107077891703,0.174989753645196,0.1514448588853342,20529.388530877768,0
579,Male,Finance,4,Part-time,0.9,4.67,1,2.56,258428,36872.82,41544.48,25842.8,33874.5,249890,274236.2978664481,277128.0,-2891.7021335518803,-0.01043453614774357,0.1607584317488817,0.13107906264027117,24346.29786644812,0
580,Female,Sales,4,Part-time,0.78,24.09,1,2.77,309716,53201.05,60825.41,30971.6,36375.34,308516,359727.0883048116,356395.52,3331.5683048116043,0.009347952254875717,0.19639091942295522,0.11744740342765629,51211.08830481162,0
581,Male,HR,1,Full-time,0.77,1.43,5,2.76,61265,11507.9,11400.57,6126.5,3802.92,69007,83075.06874653006,74244.05,8831.018746530055,0.11894581109907197,0.1860861829755978,0.062073288174324656,14068.068746530058,0
582,Female,Operations,2,Contract,0.76,12.45,0,4.22,155102,21380.31,19689.07,15510.2,20233.8,157786,164228.72197196307,160427.38,3801.341971963062,0.0236950947647656,0.1269427215638741,0.1304547974881046,6442.721971963067,0
583,Female,Operations,4,Contract,0.97,20.25,1,3.96,262424,54986.56,37055.74,26242.4,35525.33,262216,281771.97675667645,292698.56999999995,-10926.5932433235,-0.03733053169109607,0.14120560619455536,0.1353737844099625,19555.97675667645,0
584,Male,Sales,1,Contract,0.93,13.91,4,3.4,79506,18819.14,4391.4,7950.6,6109.17,86441,87465.01552186161,88656.76999999999,-1191.7544781383767,-0.013442340366543659,0.055233567277941285,0.07683910648252962,1024.0155218616128,0
585,Male,IT,4,Full-time,0.76,19.16,1,4.26,227772,34098.11,49862.87,22777.2,20788.45,224087,265892.2528031479,268167.32999999996,-2275.077196852071,-0.008483797026476236,0.21891571395957363,0.09126868096166342,41805.25280314789,0
586,Male,IT,4,Full-time,0.85,23.37,5,3.13,257064,30350.8,50419.45,25706.4,49993.27,253680,274859.2365809428,262134.58,12724.656580942828,0.04854245701174881,0.19613578719696262,0.1944779121152709,21179.236580942816,0
587,Male,Operations,3,Part-time,0.84,1.55,5,3.35,239865,42189.79,21703.17,23986.5,33211.32,232060,237333.480774354,246560.13999999996,-9226.65922564597,-0.0374215362858164,0.09048077043336876,0.1384583828403477,5273.480774353986,0
588,Male,Sales,5,Part-time,0.78,22.08,4,3.54,303430,47969.6,65213.95,30343.0,30211.32,302480,342560.4752231143,356059.23,-13498.754776885675,-0.037911542910671565,0.21492255215370926,0.09956602840852916,40080.47522311431,0
589,Female,IT,5,Contract,0.91,1.54,4,4.53,378070,91143.45,80223.18,37807.0,72522.09,381819,438487.9923141921,439107.54000000004,-619.5476858079201,-0.0014109247265667996,0.2121913402280001,0.19182185838601315,56668.99231419212,0
590,Male,Sales,2,Full-time,0.9,14.54,4,3.5,138530,20878.22,2005.1432550361385,13853.0,12538.85,147623,134772.74989120604,135021.51325503614,-248.76336383010494,-0.0018423979840918154,0.014474433372093688,0.09051360716090377,-12850.25010879396,0
591,Male,IT,5,Full-time,0.79,18.36,2,3.02,392125,42657.24,73755.39,39212.5,49855.3,399676,421170.4222450577,419469.83,1700.592245057691,0.0040541467429438035,0.18809152693656359,0.1271413452343003,21494.422245057707,0
592,Female,Sales,3,Part-time,0.84,20.08,5,3.85,197733,22124.75,37858.48,19773.3,36272.8,206477,209886.02010655787,201670.13,8215.890106557868,0.04073925130388852,0.19146262889856525,0.18344333014721875,3409.020106557873,0
593,Female,IT,2,Part-time,0.85,7.41,3,2.86,109426,13428.41,17310.41,10942.6,13921.43,119370,119345.503934687,115300.79000000001,4044.7139346869953,0.03507967234818595,0.158192842651655,0.12722232376217718,-24.496065312996507,0
594,Female,IT,4,Part-time,0.96,2.0,5,3.69,231136,44959.18,401357.2216348688,23113.6,37218.56,222751,287115.6048666263,617120.2416348688,-330004.63676824246,-0.5347493316602248,1.7364548215547073,0.16102450505330193,64364.60486662632,0
595,Female,Finance,3,Full-time,0.82,23.52,2,2.81,230352,53273.52,67432.11,23035.2,11952.42,230282,319557.8131160004,316070.01,3487.803116000374,0.011034906842317541,0.29273507501562823,0.05188763284017504,89275.81311600038,0
596,Female,Finance,4,Contract,0.9,23.4,5,4.18,212872,36654.79,53732.89,21287.2,40678.97,210341,221035.5413182425,241293.50999999998,-20257.968681757484,-0.08395571303081249,0.2524187774813033,0.19109591679506935,10694.541318242496,0
597,Male,Finance,4,Part-time,0.76,24.56,2,2.72,295524,65653.03,35487.61,29552.4,12941.69,299180,370102.97641763784,354170.55,15932.42641763785,0.044985181341694984,0.12008368186678578,0.04379234850638188,70922.97641763784,0
598,Male,HR,4,Full-time,0.85,1.36,3,4.0,297116,69929.37,43320.65,29711.6,17511.99,302990,356485.9395612012,363142.43000000005,-6656.49043879885,-0.018330247001978946,0.14580382746132825,0.05893990899177426,53495.9395612012,0
599,Female,IT,5,Full-time,0.86,1.21,0,4.55,300970,67402.57,59291.12,30097.0,25148.61,307576,374438.630767973,372418.08,2020.5507679730072,0.00542549053465129,0.19700009967770876,0.08355852742798285,66862.63076797302,0
600,Female,HR,5,Contract,0.96,15.79,0,4.46,278465,52848.33,42754.2,27846.5,53585.09,274781,303712.1963807513,292635.94000000006,11076.256380751263,0.03784995233583155,0.15353527373278508,0.19243025155764637,28931.196380751324,0
601,Male,IT,2,Full-time,0.89,15.13,3,3.05,103312,20026.79,19929.08,10331.2,5503.52,105120,128597.31958214591,127433.14999999998,1164.1695821459289,0.009135531705415185,0.19290188942233236,0.05327086882453152,23477.31958214591,0
602,Male,Finance,3,Part-time,0.94,13.09,4,3.07,189021,37800.1,13236.47,18902.1,18813.27,183080,197429.21947993347,202342.2,-4912.980520066543,-0.024280553043638662,0.07002645208733421,0.0995300522164204,14349.219479933468,0
603,Male,HR,3,Part-time,0.79,4.61,4,3.01,193851,30629.63,12171.43,19385.1,17757.3,189670,176074.07047998186,199509.66,-23435.58952001814,-0.11746593884235049,0.06278755332703984,0.09160282897689462,-13595.929520018137,0
604,Female,Operations,5,Part-time,0.85,20.98,2,2.86,276790,48674.77,18132.61,27679.0,9080.93,275265,323261.22619601333,306837.45,16423.77619601332,0.053525983207112826,0.06551035080747138,0.03280801329527801,47996.22619601333,0
605,Male,Finance,1,Part-time,0.89,14.15,0,4.7,55338,10164.54,16045.13,5533.8,1591.8,64089,75824.36423147138,74422.06999999999,1402.2942314713873,0.018842451324874294,0.2899477754888142,0.02876504391195923,11735.36423147138,0
606,Male,HR,2,Contract,0.91,1.14,1,4.86,117634,26623.49,14604.63,11763.4,3987.06,121052,132417.85648899255,143111.66,-10693.803511007456,-0.07472349570263846,0.12415313599809578,0.033893772208715166,11365.856488992547,0
